entity1,entity2
CASP8,RNF135
IBTK,PRKCB
CCDC71,ZNF521
FCGR2A,SRC
NOL12,RRP12
CDKN1A,MAP3K5
MOV10,RPL37A
BAZ1B,SPEF2
NACA2,RPL31
NOLC1,RPL35A
NUP188,NUP37
EXOSC4,UPF1
FOCAD,KNOP1
FASN,SREBF1
MPHOSPH10,PWP2
MRPL37,MRPS11
NOL6,NOLC1
ABRAXAS1,RNF8
ANXA11,COL3A1
BMS1,RPL17
MRPL30,MRPL4
NOC3L,NOP2
MRPL11,MRPL3
HOXA10,HOXB6
MOV10,ZNF622
MRPL11,MRPL2
DNAJB1,HSPH1
DDX31,NIP7
CUL7,MRPS6
ANKRD26,PRKACG
FYTTD1,RRP8
AP2B1,ITSN1
HDAC1,PHF12
BYSL,NOP10
DEF6,LCK
AGL,PYGB
DAPK1,MAP1B
EP300,FOXM1
GTF2I,TNIP2
MRPL48,MRPS10
NAMPT,NMRK1
HDAC1,TFDP2
IQGAP1,SVIL
CXCR4,IGF1R
NDUFA9,UQCRFS1
CDC73,IWS1
IFRD2,RPL9P7
HDAC1,HDAC2
COBL,MYO5C
CCDC59,TSR1
GNA11,KALRN
DRG1,LARP1B
EXOSC6,MTREX
CHEK1,HUS1
CHUK,TAX1BP1
CEP250,SIK2
HNRNPA1,KHDRBS1
FUNDC1,GABARAPL1
NUP62,SASS6
COMT,IKBKB
ADH5,ALDH5A1
MRPL13,MRPL27
BYSL,RPS20
BYSL,SLC25A3
MRPL54,MRPS18C
CDC5L,HNRNPA2B1
AVEN,BMS1
NUP88,SEH1L
GOT1,LDHA
MAP3K5,PTPN11
HNRNPM,MSH6
BCL7A,SMARCD2
HDAC2,SUZ12
CPSF2,KDM1A
EBF1,TET2
CDK1,DLGAP5
KNOP1,RIOX1
COA1,SURF1
CASP9,MAP2K1
GFM2,MRPL27
CENPA,CENPF
MTREX,NCBP2
HBE1,NFE2
EXOC2,EXOC7
MYBBP1A,PWP1
HCFC1,KANSL3
MALSU1,MRPL40
DENND4C,RAB10
AGL,PPP1R3D
GATA1,ZNF268
MSH6,TCERG1
MTHFR,SHMT1
ASNSD1,RFPL2
HDAC5,PRKACA
BCL2,CISD2
ARF5,CST3
GAPDH,PGAM2
IRF7,TLR7
ACADSB,DBT
MYD88,SPOP
NOC3L,RPS5
IGF2BP3,PPM1G
CC2D2A,CEP290
KNL1,MIS18A
ACAA2,HADH
CDCA3,CTDSP2
GAB1,JAK2
BUD13,SF3B4
F9,FURIN
DLC1,TNS2
ADI1,TAT
CCNA2,POLA1
MRRF,RPS18
CAV2,CAV3
IGF1,IRS2
DENND3,GDI2
F2R,GNA14
NSD2,TP53BP1
CBL,KL
DAP3,MRPL44
MRPS18A,MRPS21
ICAM4,ITGA2B
MEF2C,MYF6
HDAC1,HDAC9
CCDC59,RIOX2
DVL1,FZD4
NAP1L1,RPS3A
NPHP4,SKAP2
GBF1,USO1
IGF2BP3,RPLP1
CD4,ICAM1
IGF2BP3,MYBBP1A
MRPS17,MRPS18C
KIF5B,KIF5C
IFNAR1,IFNLR1
NCBP1,PPIL2
MRPL13,MRPL43
CPT1A,CPT2
CCNH,CDK20
HDAC2,SNAI2
APPL1,CASP9
MOV10,SDAD1
NCBP1,SRSF9
H3C15,JMJD1C
FH,ME3
MRPL53,MRPL55
ATP6V0E2,ATP6V1E1
ERAL1,MRPS34
ELOC,HIF1A
BIRC5,CASP3
IFT172,IFT52
EMG1,NOL6
CDC6,EXO1
MTREX,PRPF8
CYP3A4,NR1I2
ARPC5,EIF4E
HGF,IGF1R
HBB,IFT88
MRPL4,MRPL40
BCR,CBL
CHD1L,RBX1
NEDD4L,UBE2L3
NOL12,ZC3H10
CCDC97,SF3B5
GDI1,RAB13
IGF2BP3,PRPF31
INF2,LRRFIP1
DDX55,DHX30
MPHOSPH10,UTP6
FAHD1,ME3
GFI1B,KDM1A
FYTTD1,NSA2
HADHA,RPS2
MRPL1,MRPL24
CALR,RPS3A
AGO3,TNRC6A
HDAC1,SMC1A
AMOT,CD2AP
FURIN,TGFB1
CEP290,CNTRL
MRPL17,MRPS11
JUNB,MAPK12
IFT46,IFT88
ISL1,LMX1B
AKT2,PIK3R2
AKR1B15,GSR
KCNMA1,KCNMB3
AP5M1,AP5S1
MRPS10,RPS11
MRPL1,MRPL27
ENO3,WRAP53
MRPL30,MRPS6
CCDC59,IGF2BP3
FCER1A,GAB2
FURIN,PDGFB
MRPL11,MRPL42
CREBBP,IFNAR2
ATXN7L3,SAP130
NACA2,RPL11
DLG5,KLHL21
COX6A1,COX7A1
NOC3L,ZBTB11
MRPL24,MTIF2
FOXO3,RBL2
MRPL41,MRPS15
EP400,MYCL
AKR1D1,HSD3B7
ALDH5A1,UBE2F
MRPS10,RPL21
NUP153,NUP37
MOV10,RPL12
CCND2,CDK6
ACAA2,ACADS
AP2A1,MAPK1
CBL,PIK3R2
CCDC59,NOL12
MEOX2,RNF10
EXOSC10,MPHOSPH10
MRPL57,MRPS18A
ELK3,MAPK9
AP2A1,CLTB
NSUN6,RSL1D1
MRPL3,MRPS31
KIF3B,PARD6A
ANKS1A,CECR2
BUD13,DDX3X
ACTL6B,BRD9
FGFR3,PIK3CA
F2R,F2RL3
HDAC1,NFKB1
CALML4,CAMKK1
MRPL16,MRPL44
NEDD4L,UBB
CDR2L,ZCCHC12
MAD2L2,RPA3
MPG,YBX1
ALG8,SIGMAR1
IGF2,IGFBP2
CNPY3,LRRC40
NCAPH,SMC2
C12orf43,ZKSCAN8
MRPL24,MRPL39
IKZF5,ZBTB21
IGF2BP3,RPL18
DKC1,MYBBP1A
CBFB,H4C15
MTA2,ZMYM3
APPL1,AR
ATP6V0B,ATP6V1E2
FKBP4,NPEPL1
CALR,HADHA
LHX3,POU4F3
NDUFA9,SDHA
NEDD8,SKP2
FBXO7,PSMB7
MOV10,TARBP2
NHEJ1,XRCC5
CTNNA2,MAPK12
FCER1G,GAB2
MRPL54,MRPS11
KDM2B,PCGF3
CRX,NRL
NUP205,NUP88
NAP1L4,PABPC1
COPE,GBF1
NFS1,NFU1
EIF1AY,FAU
GSS,TNRC6C
MOV10,ZNF768
MKI67,MTPAP
ACO2,MDH2
CEP135,CEP152
KDM1A,KDM4A
CCNE2,CDK2
FBXO7,PSMA4
MYBBP1A,RPL27
NCBP1,SRSF3
NACA2,RPSA
NR2E1,TMSB10
NDFIP1,NEDD4
NAT10,NSD2
AHSP,EPB42
FOCAD,MOV10
IPO7,SMU1
MT-ND6,NDUFA9
ARPC5,RPAP1
AR,KDM4B
CEBPG,SFTPD
CCDC93,COMMD2
ERCC3,GTF2B
KCNMB1,KCNMB3
NOC3L,ZNF668
MRE11,UBE2N
NOLC1,TUBA8
AP1S1,AP1S2
NOL6,RPS29
ELK4,KCNH8
ETF1,RPL7
CCDC86,RPL36A
BPTF,RBBP7
GTF2F1,GTF2F2
MSH2,TAF10
GZF1,NVL
CARM1,NCOA3
CDK1,RPTOR
CBX2,SUZ12
DGUOK,NCALD
ATRIP,LSS
IGF2BP3,SNRNP70
FNIP2,RRAGC
ATP13A3,LGALS8
IKBKB,NFKB2
ACP1,EPHA2
DDIT3,NFE2L2
MPIG6B,PTPN6
GRWD1,IFRD2
IGF2BP2,MRPS27
APP,CDK5RAP2
EEF1G,MKKS
MOV10,RPL21
DLST,GCDH
MRPL4,MRPL51
CDK1,PLEC
NAP1L1,RPS23
CCDC86,KNOP1
BAD,PIM2
DDX54,RBMX2
FOS,RPS6KA4
NAP1L1,RPLP1
DDX55,POP1
JAK2,PTPRG
NSD2,ZC3H8
ACTC1,MYL4
MRPL39,MTIF2
MLH1,MSH3
AMPH,HAX1
APC,DLG4
AR,CREBBP
CCNE2,CUL1
DHX9,KHDRBS1
BTF3,DDX47
CPT1A,PPARA
GDI1,RAB5A
DAPK1,RPL5
MRPL48,MRPS24
JAK2,VAV1
GTF2F1,METTL14
BTF3,MPG
CCDC85C,PPP1R13L
LARP1,NOL6
CUL1,FBXL19
CCDC92,PSMC4
GTF2F1,TAF9
KNOP1,WDR36
COX7A2,COX7B
ADSL,AMPD3
COX4I1,COX6A2
GLS,MAP2
H4C15,MAPKAPK3
ARPC5,EFHD2
COL1A2,COLGALT1
LRP6,SDC1
CDK1,EIF2AK2
NOC3L,ZSCAN25
DDX3X,LSM4
NEDD4,UBE2L3
ELK1,MUC4
LMBRD1,MMAA
ABL2,CAT
ANKRD28,NFKB2
C3,CD81
HTT,PRPF40A
ALDH1A1,AOX1
ESR1,TGFA
DDX55,PABPC4
MRPL58,MTIF2
MRPL13,RPS15
MRPS25,MRPS31
DUSP10,MAPK9
BTF3,RPS3A
FOCAD,LARP1B
KDM3A,SMARCA4
ETS2,MAPK1
CALR,RPS23
MPG,RPS4X
DDX55,NOP56
AP2A1,STON2
HMCES,RPA1
IRAK1,IRF7
DDX39A,YWHAE
BLOC1S1,BLOC1S4
BAZ1B,RPS17
LUC7L,RBM39
HNRNPA2B1,PRPF19
AKT1,GATA1
MRPS31,MRPS35
MTREX,THOC2
GTF2I,PRRX1
NAP1L4,RPS27A
HDAC1,NR3C1
BYSL,EEF1G
ARCN1,OGFOD1
GTPBP1,NPC1
LACTB,MRPL10
DSG4,LEF1
KAT2B,MYOD1
GLS,L1CAM
CYBA,NCF1
MLH1,TP53
CIRBP,PAXBP1
LPIN1,LPIN2
C12orf43,SURF6
ACER2,CERS6
INF2,WDR1
CRBN,DCAF16
MRPL35,MRPS9
EIF2AK2,IFIT1
MRPL4,MRPS14
MAK16,NIFK
CCDC86,PAK1IP1
MAPK9,WDR62
NCK2,PDGFRB
ETS2,KDM6A
NCBP1,UPF3B
BUD13,SRRM2
MYBBP1A,PABPC4
HTT,SETD2
ASPSCR1,UBXN2B
FGFR3,GAB1
MAPT,RAB10
CLUAP1,RABEP2
EZH2,KDM1A
MAGED1,UNC5A
MOB1B,STK4
COL18A1,MAN2B1
B2M,NRSN2
MRPL32,MRPL38
MSH3,SNX8
BMPR2,SMURF2
CSNK2B,DOK4
MTA2,SMARCE1
AR,NR5A1
CCDC97,TFIP11
IMP3,NOC3L
CENPB,CUL4A
MRPL2,MRPL53
BMPR2,SMAD5
NEDD4,UBB
GALC,GBA
ISG15,NEDD4
CALR,SSRP1
MRPL32,MRPS36
NOL6,UTP18
IFT22,IFT88
CCDC8,CUL7
BUD13,HP1BP3
DHCR24,MSMO1
MRPL21,MRPS10
C1QBP,LBR
GNB4,GNG5
AHCY,BHMT
BCL2,MAPK9
ACOX1,CPT2
FAU,RPS15
BTF3,HADHA
ESR1,H3C15
CCDC124,UTP18
NOC3L,RPF1
DHX15,LSM4
ATP6V0D1,ATP6V1C1
CENPM,SUPT16H
HDAC2,HESX1
METTL1,TRMT6
ISG15,OAS1
BRCA1,CDK16
MRPL32,RPL9
MSH6,PSIP1
IGF2BP2,MRPS22
CBX8,CENPM
NEFH,NEFL
MOV10,NMNAT1
BYSL,RPS12
GADD45GIP1,MRPL40
CC2D1B,VPS4A
ACP5,MITF
MRPL24,MRPL55
CCDC57,DISC1
BUD13,YBX3
GTF2F1,STK38
ACADM,ETFA
CIRBP,THOC7
AURKB,EVI5
HRAS,RIN1
JAK1,PRKCD
GJA1,GJC1
DNAAF5,GLMN
GALNT16,NAT14
BLOC1S3,BLOC1S6
MYBBP1A,ZC3H8
ACVR2B,GDF1
EFL1,FAU
ASH2L,BOD1
CASP8,IKBKG
DVL1,WNT11
HTRA2,XIAP
DHX57,NIP7
IL6ST,JAK1
BCL6,HDAC5
KNOP1,SRP68
CALML4,GAP43
FOSL2,JUNB
GEMIN5,SNRPG
DDX20,KIF14
CDC25C,MAPK9
FOXE1,NKX2-1
NPAS2,PER2
BRCA2,INTS10
MAP3K7,TLR4
AGAP3,USP19
BAZ1B,RPS26
BMS1,STAU2
BST2,WASHC3
MTOR,SLC38A9
AGL,AMY1B
NCBP1,PPWD1
GM2A,IVL
OGG1,TP53
CYP8B1,HSD3B7
AP1S1,CD74
GATA4,SMARCD3
ATXN7L3,KAT2B
FANCA,TOP3A
ANXA7,NMRAL1
KLC1,MAPK8IP3
AK2,CASP10
ATF3,SMAD3
CAPN1,HSP90AB1
NAA15,NAA16
MRPL41,MRPL53
AAR2,PRPF8
IGF2BP3,PABPC1
COA6,UQCRQ
EPOR,VAV1
NIT2,PGAM1
NIP7,ZKSCAN8
MCAT,NDUFAB1
ANP32B,CDK11B
EMX2,PBX2
GLRX3,NAE1
BMS1,YBX2
BTBD2,COPS2
CAMK2A,HRAS
MFAP2,MFAP3
EAF2,USPL1
MRPL19,MRPL32
EIF2AK2,PRKRA
MOV10,RBM22
MRPL50,MRPS18C
NAP1L1,RPL13A
IKBKB,TAB2
MAPK9,RELA
DDX54,UTP3
ALCAM,CD47
IL3,JAK2
HK1,MPI
CCDC124,RBM28
KHDRBS1,SNU13
NOC2L,NSD2
ITGB2,JAK2
BCL7A,TOP2B
MYBBP1A,RPLP2
MRPL20,MRPL53
BTF3,RPS23
ARID2,SMARCE1
MRPL27,MRPL43
NCBP1,THOC5
ARIH1,NEDD8
BTF3,RPLP1
FAM117B,KANK1
DDX54,NOC2L
CALM1,MYH10
NEDD4L,SGK3
IMP4,MYBBP1A
BHLHE41,NFIL3
BRAP,KRAS
CCDC124,PA2G4
FBXL19,ZBTB9
CHUK,TICAM2
APH1B,APP
NUDCD1,ZNF830
NEDD4L,RPS27A
BCL10,FADD
GZF1,ZCRB1
CARD11,TRAF6
CHM,RAB14
LARP1B,UTP23
CEBPB,RPS6KA3
GTPBP4,HOXD3
GDI1,RAB6A
HDAC2,ZEB2
EEF1G,NAP1L4
CALR,RPL13A
CCNE2,GMNN
ATP6V1B2,ATP6V1F
DST,IRF1
IGF2BP3,POP1
CHD4,NAB2
EIF1AX,FAU
CETN2,CUL4A
FES,SEMA3A
GIT1,PAK1
NSD2,UTP14A
GTF2B,GTF2H3
BIRC5,CDC20
NPHP4,RPGRIP1
GTF2B,TBPL2
IL2RB,JAK1
ARMC1,MGAT5
CCDC124,RPL28
BAD,NPTX1
MRPL1,MRPS9
DNM2,NOS3
CCDC86,MOV10
CBL,EGF
IK,IPO7
FAM184A,FLAD1
CCDC124,DDX31
BAMBI,DVL2
MYOD1,NR2F2
DDX54,DDX56
CARD11,PRKCQ
HDAC2,ZEB1
CNTLN,DLG5
MRPL13,RPL35
HEATR1,RPS28
MRPL53,MRPS27
IGF2BP3,PLRG1
G3BP1,NAP1L1
CIRBP,SNRPE
IFNA2,IFNAR1
ADH5,ALDH2
NFATC4,RCAN3
DDX56,MPHOSPH10
BLM,FANCB
HRAS,KL
BUD13,USP39
NUP62,POM121
ERCC4,XRCC6
NIT2,PGK1
DDX54,LTV1
ATP6V0A1,ATP6V1F
ATP6V1B2,RNASEK
LARP7,NOC3L
AXIN1,FOXM1
CCDC22,COMMD1
FAU,UBA52
GLS2,GLUD2
DDX39A,EMD
DLGAP5,NEU1
ATP6V0A1,ATP6V0B
ARL6IP4,GPALPP1
CHM,RAB10
NGDN,NOL12
LEF1,PYGO1
C12orf43,RPS24
IFRD2,SLC25A6
MPG,SLC25A4
DLG5,MYH6
FH,NQO1
HADHA,RPS6
MAP3K7,UBE2N
OBSL1,RBX1
DDX54,MYEF2
IRF7,TRAF6
FANCB,RPA1
EXOSC10,RRP7A
MRPL24,RPL18
H3-5,ING2
CAPZB,GALNT1
AR,FKBP4
BNIP3,RHEB
CCDC57,LAMTOR3
NIP7,SURF6
NDUFA9,NDUFB1
DDX47,NAP1L4
CERS2,KDSR
CRADD,FADD
LRP5,WNT1
ASNS,GOT1
LRFN1,LRFN4
DBNL,DLGAP4
BCL10,TAB3
COA6,UQCRB
MOV10,NCBP1
FOXP3,HDAC9
FOXD3,POU5F1
CCDC91,MVK
MRPL10,MRPL46
NFATC4,PPP3CC
IP6K1,UBXN4
BUD13,LSM8
GDI2,RAB18
FNIP1,HSP90AB1
IL17RA,TRAF3IP2
MPRIP,ROCK1
AKT1S1,RRAGC
DES,MEF2D
CCDC86,LARP1B
CHID1,IL17RA
MRNIP,MRPS6
AVEN,NOL6
FAU,RPL35
AKT2,PPARGC1A
DENR,FKBP3
HSP90AA1,MAP3K7
BYSL,RPLP2
HCFC1,TAF7
FURIN,MMP14
IL17RA,IL17RC
NOC3L,SMARCA5
ATP6V0A1,RNASEK
INPP5K,SUPT6H
MRPL11,MRPL16
CCDC59,XRN2
EXO1,RBBP8
GSR,GSTO1
DPY19L1,REEP1
FADD,MAP2K7
LYAR,MOV10
CHUK,TRAF2
AP2A1,EPS15
ABRAXAS1,UIMC1
MTHFD1L,RPL26L1
CCNH,CCNT2
BAIAP2,RAC1
BPTF,H3-3B
DEGS1,SGMS1
HRAS,PIK3R2
MRPL9,MRPS34
FAU,MTHFD1
BDP1,GTF3C3
AURKB,CHEK1
H3-5,KAT2B
IDH3B,OGDH
EFTUD2,HDAC2
CCND2,RB1
CASP8,FAM118B
BOP1,MPHOSPH10
MAPK11,SMAD2
MRPL12,MRPL40
F2R,PROCR
BAG2,HSPA2
CUL1,GLMN
MRPL21,SLC25A10
APOO,CHCHD6
ERCC8,POLR2A
DCLK1,GLS
AR,H3-3B
HSP90AA1,NOL6
CHMP5,IST1
DNMT3A,DNMT3B
CCDC124,RPL23
BUD13,SPOUT1
COL18A1,NID1
NOL6,SLC25A5
AGO2,DGCR8
H3-4,MLLT3
MRPL21,MRPS24
IFNAR1,IFNE
ATP6V0A1,ATP6V0A4
FAU,RPL22
CDC20,MXI1
AKT1S1,ATG101
MYBBP1A,UTP14A
NFATC3,PPP3CB
CALR,SND1
MRPL50,MRPS11
MRRF,RPS23
CSNK2A1,MYF5
GNAI1,HCRTR1
IFT27,IFT46
HNF4A,LEF1
CPS1,GLUD2
HDAC1,SMARCD3
CBX2,PCGF1
MRPL2,MRPS31
CCDC59,ZNF622
GNL3L,NOL6
GLUD1,PC
ARHGEF18,STK11
ACSL3,CPT1A
MAN2A1,TXNDC16
GTF2B,MNAT1
MRPS11,MRPS9
MRPL53,MRPS22
EFTUD2,MTA2
CENPF,TOP2A
NEDD4,RPS27A
BTF3,RPL13A
IRAK1,TLR1
CFL1,IQGAP1
CDC37,RPL8
MTMR12,SBF2
GAGE1,MAGEA1
LRP5,WNT3
ACTB,FBLIM1
FANCC,MLH1
IFRD2,RPS25
CNTN1,GLS
NCBP1,WBP11
IRF7,OAS2
IGF2BP3,SPEN
NOC4L,NSD2
CD47,CD58
CD2BP2,MTREX
CHUK,MAP3K14
AP2A1,CD8B
NHEJ1,POLL
GNG2,MAPT
CETN3,PCM1
BAZ1A,SMC1A
BNIP2,SPAG9
BAG5,HSPA8
MAP2K4,MAP3K7
NOL12,NOL6
CNOT4,MTREX
MRPS15,MRRF
HDAC1,MYC
GLA,PHPT1
BRCA2,EMSY
LEF1,SMAD3
EIF2AK2,MX1
AMFR,UBE2G2
IFT43,WDR35
ACAA1,ALDH6A1
CDC20,DLGAP5
C12orf43,RPS13
FAU,IMP3
MYF5,PAX3
COX4I1,NDUFB9
CALR,HSPA4
DDX17,MSH6
NOL6,SURF6
HOMER1,LMAN2L
MDK,NOTCH2
HNRNPA2B1,MTREX
ATAD3B,ECSIT
CHMP4B,MOCOS
AP1B1,DNM2
FAAP20,FANCF
CCDC59,ZCCHC9
AKT2,PDE3B
AMER1,APC
AGPAT3,MBOAT2
NAP1L4,RPS18
IRF7,LY96
ACER1,CERS4
MRPL10,MRPS27
BUD13,PWP1
MRPL23,MRPL24
DMWD,USP46
BRIX1,MYBBP1A
DAW1,IFT46
EIF2S1,FAU
CCNA2,E2F2
FZD3,WNT3A
HAX1,SYN2
BIRC5,KIF20A
NOL6,RPL34
CHERP,HSPD1
MTREX,PPIL2
MRPL23,MRPL27
MRPL10,MRPL23
AAAS,NUP214
IL17RA,TXNDC16
ACAA1,HMGCS1
AKT2,PPP2CB
GATA3,HDAC1
HEXIM1,XRCC6
CHMP4A,PDCD6IP
MRPL47,MRPS9
MRPL41,MRPS31
ATP6AP2,ATP6V0A1
CHUK,TAB3
ANAPC15,CDC23
MLH1,RFC1
HNRNPC,NAP1L1
BAZ1B,SMARCC2
FYTTD1,YBX3
BYSL,NCL
CCDC124,RPL34
NKX2-5,NPPA
GLS,STX1B
INPP5A,INPP5K
ITGA5,ITGAL
EEF2K,MAPK12
DDX54,NOP2
ALDOC,ENO2
FKRP,POMT2
GLE1,NUP210
EGLN3,HIF3A
ABT1,DDX55
MRM3,MRPL53
CCDC59,SDAD1
HCFC1,MEN1
MSH2,RPA2
CBL,PPP2CB
CUL1,FBXL12
CCNA2,CREBBP
ACAA1,PEX13
BTBD1,BTBD2
MRPL27,MRPS9
BSG,FAF2
COBL,ZBTB20
CDK1,MAPK6
BET1L,SEC22B
MRPL20,MRPS31
IKBKB,RPL30
FAM117B,MPRIP
BAD,HMOX1
MRPL42,MRPS6
JARID2,PHF19
FIGN,IPP
C15orf39,HIC2
CENPH,RNF2
EXO1,SIPA1L1
LLPH,MAK16
DNA2,MRE11
IFT88,KIF3A
CCDC124,NAP1L1
CD2AP,ERC2
DVL1,DVL2
IKBKB,IQGAP2
FCGR2A,FCGR2C
BNIP3,FUNDC1
MOV10,XAB2
C12orf43,FARS2
HECTD2,KIF1A
BTN2A2,PTK7
ARSK,CHST10
IL2,JAK1
FOXO3,TEAD1
HBP1,TCEAL9
FAM174A,HIGD2A
CERS6,SPHK2
BAZ1B,DHX33
MRPS11,TUFM
DAP3,MRPL40
MRGBP,ZNHIT1
ANAPC1,PENK
DVL1,FZD6
MRPL4,MRPL44
KRI1,MOV10
BAZ1B,RPL19
CERS6,DEGS2
HNRNPA2B1,SRSF2
KHDRBS1,PTK6
ATN1,FAM199X
DDX47,NOL12
NIP7,RPS24
CCDC124,RPL10L
AKT1S1,RPS6KB2
LACTB,MRPL24
KDM1A,PHF21A
ABT1,NOL12
CDKN1B,FOXA1
FGFR3,KL
MRPL4,MRPS17
HNRNPA2B1,PRMT1
ANKRA2,OBSL1
GBE1,PYGL
CENPU,CUL4A
HEXIM1,PSPC1
IKZF3,IKZF4
BUB1,DLGAP5
DDX54,RPS5
MYBBP1A,RPL18A
MRPL13,MRPS15
EVX1,GSC
CIRBP,DHX38
HDAC2,ZBTB2
NOC3L,STAU2
CENPM,CUL4A
MALSU1,MRPS18A
KHDRBS1,U2SURP
MKNK1,TTC3
GTF2B,POLR2A
HACL1,PEX5
GEMIN8,SNRPG
DDX55,UPF1
GSK3B,LRP6
CCDC6,RET
AP1G2,AP1S1
MPHOSPH10,WDR3
CCNA2,MYBL2
CDKAL1,MMS19
CCDC86,ZNF22
BAZ1B,RPS5
CBX3,HDAC1
ESRRG,PPARGC1B
MSH2,MSH6
AKT2,AKT3
DCAF15,DCAF16
CSRP3,MYOD1
MRPL18,MRPL21
EEF2,NAP1L1
GZF1,SPTY2D1
MYBBP1A,RPL36
BUD13,SNRPB2
BAG2,HSPBP1
GRWD1,MPG
NOC3L,YBX2
ATIC,DHFR2
MTREX,SMNDC1
HDAC5,LTBR
MTA2,SYMPK
ITGA1,ITGA5
FARSA,WDR46
CHID1,TXNDC16
MYBBP1A,UPF1
BAZ1B,RPL4
CBL,EPN1
HDAC1,SMC4
BMS1,NOC4L
KNOP1,RRP9
ASS1,CAD
GAD1,GLUD2
IFNG,JAK2
KPNA3,NFKB2
KHDRBS1,SSRP1
CCDC59,ZNF768
IREB2,SKP1
BMS1,HERC5
AKAP8L,CHUK
NAP1L1,NSUN2
CRP,FCGR2A
ATIC,HPRT1
MTHFD1L,RPL26
AKT2,THEM4
GRPEL2,HSPA9
IRX1,KDR
FARP2,TYW1B
ATP6V1F,IGBP1
DDX55,RRS1
IBTK,POP7
MRPL36,MRPL46
HSD17B4,SCP2
BCOR,KDM2B
IGF1R,PIK3R1
NUP107,NUP37
GDI2,MON1A
MPHOSPH6,MTREX
CALR,HLA-A
MRPL27,RPL35
ATP7A,EIF4G1
CDK5RAP2,CEP68
MTREX,PRPF4B
MRPL16,MRPL40
MRPS10,RPL30
FLYWCH1,UFM1
FAU,MRPS15
DVL1,NKD2
ISOC1,PPIAL4D
MRGBP,VPS72
MRPL21,MRPL22
DDX54,ZBTB11
APLP2,MAPK8
KAT2B,TAF6
ACADL,HADHB
FZD2,RNF43
DERL1,PTDSS2
EIF5B,NACA2
ARCN1,COPB2
MYBBP1A,RRS1
CASP3,CASP8
NAP1L4,RPL8
KNOP1,NOC3L
MRPL27,TUFM
CALR,NSUN2
NCOA1,PGBD5
MRPL21,NDUFAB1
MOV10,NOL12
GLI3,PRKACB
HSPD1,U2AF2
CAMK2G,JAK2
CNOT6,FHL2
CBX8,CENPH
IRX1,NPTX1
GNA11,RAB2A
BRK1,NCKAP1L
AUH,HMGCL
CBFB,RUNX2
DDX55,RSBN1L
HCFC1,OGT
NOLC1,RPS21
MRPL24,MRPS22
COBL,MYO5B
ESYT1,PDZD8
MRPL35,MRPL50
NOL6,SRPK2
CCDC86,DDX27
ATRIP,BRCA1
EBNA1BP2,NSUN6
HADHA,RPS27
KNOP1,NKRF
CDC37,NRG4
IGF2BP3,RPS18
NOLC1,YBX3
HMG20B,MTA2
GRWD1,HADHA
CDCA2,NUP37
GLB1,M6PR
NUP160,NUP88
C14orf93,IKZF5
BNIP2,BOC
FHOD1,ROCK1
HNRNPC,MTHFD1L
GLI3,RBX1
NOL6,RPS24
GAPDH,PLG
LIG3,POLK
NIP7,RPS13
AR,USP26
CUL4A,ZC3H13
DAB2IP,JAK2
GATC,QARS1
MTMR8,MTMR9
MYL6,MYO18A
MTHFD1L,RPS9
NAP1L1,RPL29
INPPL1,MTHFR
MYBBP1A,RSBN1L
CEP290,TCTN1
ARNTL,NR1D1
CCDC124,RPS24
BUD13,SF3A2
ATF2,JDP2
EIF4EBP1,RPS6KA5
MOV10,SMU1
CHMP1A,VTA1
BTBD1,CUL3
CENPX,FANCL
CORO1B,MYL6B
NOL12,RSL1D1
FYTTD1,SPOUT1
MPG,RPS15
CCDC92,PSMB8
NDUFA9,UQCRC1
JAK2,SKP1
E2F6,KANSL1
EME1,EME2
ESR1,PTK2
FOSB,JUND
MRPL40,MRPS21
IGF2BP3,NVL
BUD13,DDX17
NUP210,NUP37
DVL1,PI4K2A
MAK16,YTHDF3
LATS1,PRKACA
AAAS,NDC1
HDAC2,ZNF516
MOV10,RPL30
ALDH18A1,GLUD2
NOL6,RPS27L
FOXO3,MAPK3
CBL,INPPL1
DDX54,ZNF668
IFT52,TTC30A
BANF1,CDC37
BUD13,PABPC4
MRPS24,MRPS5
HPS3,HPS6
CHD4,IKZF1
HRAS,MAPK3
NSD2,RAD50
BRIX1,MAK16
ATF2,ST3GAL5
GAPDH,H6PD
DLST,HSPD1
MRPL32,RPS5
ANAPC16,ZNF12
NSD2,XRCC5
COL18A1,UGGT2
CARM1,SMARCC2
CDK2,FOXM1
GTF3C4,TBP
DCTN6,GALNT2
DLGAP5,NUP50
MRPL10,MRPL54
HERC2,NSD2
MRPL53,TRUB2
FBXO7,LAMB1
CALR,MBL2
CYP19A1,FOXL2
DYM,GBF1
CD2BP2,IGF2BP3
BUD13,LSM2
HCLS1,WIPF1
IGF2BP1,NAP1L4
NCAPH,XRCC1
ALAS2,FECH
FANCL,TOP3A
HNRNPL,STRBP
IKBKB,RUNX3
CCNA2,TOP1
MGST1,MGST2
CEBPA,GSK3B
DST,IQGAP1
GANAB,PDIA3
CCDC59,NMNAT1
IGF2BP3,RBM39
HS2ST1,HS6ST1
BUD13,MRPS22
ACACA,FASN
MRPS18A,RPUSD3
CSTF2T,NCBP1
BMI1,CUL4A
MAP2K6,MAPK12
IGF2BP3,PPIL1
DDX54,ZSCAN25
CALR,RPL39
ENO3,TKT
EMG1,MPHOSPH10
MRPL4,MRPL49
CLDN2,LEF1
